0,25,0.0
1,73,1.0
2,28,0.0
3,25,0.0
4,25,0.0
5,25,0.0
6,27,0.0
7,27,0.0
8,32,0.0
9,100,2.0
10,102,2.0
11,27,0.0
12,26,0.0
13,26,0.0
14,29,0.0
15,26,0.0
16,25,0.0
17,29,0.0
18,33,0.0
19,54,1.0
20,74,1.0
21,25,0.0
22,28,0.0
23,72,1.0
24,25,0.0
25,34,0.0
26,29,0.0
27,25,0.0
28,28,0.0
29,25,0.0
30,53,1.0
31,27,0.0
32,74,1.0
33,32,0.0
34,34,0.0
35,29,0.0
36,30,0.0
37,31,0.0
38,25,0.0
39,28,0.0
40,28,0.0
41,29,0.0
42,42,0.0
43,26,0.0
44,33,0.0
45,27,0.0
46,26,0.0
47,101,2.0
48,26,0.0
49,25,0.0
50,27,0.0
51,26,0.0
52,26,0.0
53,28,0.0
54,26,0.0
55,30,0.0
56,27,0.0
57,72,1.0
58,29,0.0
59,31,0.0
60,26,0.0
61,61,1.0
62,25,0.0
63,56,1.0
64,25,0.0
65,25,0.0
66,54,1.0
67,25,0.0
68,25,0.0
69,27,0.0
70,26,0.0
71,32,0.0
72,53,1.0
73,26,0.0
74,28,0.0
75,57,1.0
76,25,0.0
77,25,0.0
78,37,0.0
79,28,0.0
80,25,0.0
81,31,0.0
82,26,0.0
83,26,0.0
84,29,0.0
85,72,1.0
86,25,0.0
87,29,0.0
88,53,1.0
89,27,0.0
90,31,0.0
91,26,0.0
92,25,0.0
93,28,0.0
94,27,0.0
95,25,0.0
96,34,0.0
97,26,0.0
98,27,0.0
99,53,1.0
100,26,0.0
101,28,0.0
102,31,0.0
103,31,0.0
104,25,0.0
105,30,0.0
106,55,1.0
107,25,0.0
108,27,0.0
109,29,0.0
110,28,0.0
111,27,0.0
112,30,0.0
113,121,2.0
114,71,1.0
115,30,0.0
116,25,0.0
117,25,0.0
118,59,1.0
119,26,0.0
120,30,0.0
121,28,0.0
122,103,2.0
123,29,0.0
124,25,0.0
125,119,2.0
126,56,1.0
127,25,0.0
128,27,0.0
129,29,0.0
130,101,2.0
131,27,0.0
132,26,0.0
133,27,0.0
134,123,2.0
135,60,1.0
136,74,1.0
137,29,0.0
138,58,1.0
139,36,0.0
140,26,0.0
141,55,1.0
142,55,1.0
143,44,0.0
144,75,1.0
145,31,0.0
146,34,0.0
147,35,0.0
148,25,0.0
149,26,0.0
150,128,2.0
151,28,0.0
152,30,0.0
153,25,0.0
154,26,0.0
155,100,2.0
156,73,1.0
157,87,2.0
158,25,0.0
159,56,1.0
160,29,0.0
161,139,3.0
162,25,0.0
163,121,2.0
164,26,0.0
165,31,0.0
166,58,1.0
167,27,0.0
168,81,1.0
169,25,0.0
170,25,0.0
171,30,0.0
172,32,0.0
173,33,0.0
174,29,0.0
175,33,0.0
176,25,0.0
177,25,0.0
178,33,0.0
179,34,0.0
180,27,0.0
181,26,0.0
182,29,0.0
183,102,2.0
184,26,0.0
185,28,0.0
186,34,0.0
187,25,0.0
188,25,0.0
189,25,0.0
190,60,1.0
191,57,1.0
192,71,1.0
193,30,0.0
194,25,0.0
195,74,1.0
196,32,0.0
197,25,0.0
198,57,1.0
199,106,2.0
200,25,0.0
201,36,0.0
202,25,0.0
203,38,0.0
204,25,0.0
205,26,0.0
206,31,0.0
207,25,0.0
208,29,0.0
209,84,2.0
210,54,1.0
211,57,1.0
212,28,0.0
213,125,2.0
214,27,0.0
215,30,0.0
216,101,2.0
217,25,0.0
218,26,0.0
219,30,0.0
220,31,0.0
221,133,3.0
222,38,0.0
223,31,0.0
224,25,0.0
225,29,0.0
226,36,0.0
227,25,0.0
228,39,0.0
229,85,1.0
230,25,0.0
231,25,0.0
232,72,1.0
233,27,0.0
234,78,1.0
235,153,3.0
236,27,0.0
237,25,0.0
238,26,0.0
239,26,0.0
240,25,0.0
241,34,0.0
242,103,2.0
243,38,0.0
244,26,0.0
245,53,1.0
246,29,0.0
247,25,0.0
248,26,0.0
249,61,1.0
250,30,0.0
251,29,0.0
252,43,0.0
253,27,0.0
254,34,0.0
255,30,0.0
256,25,0.0
257,26,0.0
258,32,0.0
259,28,0.0
260,153,3.0
261,33,0.0
262,28,0.0
263,26,0.0
264,49,0.0
265,36,0.0
266,28,0.0
267,25,0.0
268,39,0.0
269,31,0.0
270,32,0.0
271,80,1.0
272,74,1.0
273,53,1.0
274,25,0.0
275,25,0.0
276,30,0.0
277,29,0.0
278,30,0.0
279,100,2.0
280,56,1.0
281,26,0.0
282,43,0.0
283,30,0.0
284,100,2.0
285,29,0.0
286,27,0.0
287,26,0.0
288,25,0.0
289,29,0.0
290,30,0.0
291,25,0.0
292,30,0.0
293,28,0.0
294,27,0.0
295,26,0.0
296,26,0.0
297,29,0.0
298,27,0.0
299,26,0.0
300,28,0.0
301,27,0.0
302,25,0.0
303,39,0.0
304,105,2.0
305,76,1.0
306,55,1.0
307,30,0.0
308,58,1.0
309,75,1.0
310,102,2.0
311,122,2.0
312,55,1.0
313,103,2.0
314,28,0.0
315,28,0.0
316,27,0.0
317,32,0.0
318,86,2.0
319,34,0.0
320,26,0.0
321,72,1.0
322,27,0.0
323,30,0.0
324,25,0.0
325,27,0.0
326,32,0.0
327,25,0.0
328,31,0.0
329,73,1.0
330,124,2.0
331,28,0.0
332,32,0.0
333,25,0.0
334,25,0.0
335,25,0.0
336,28,0.0
337,31,0.0
338,25,0.0
339,26,0.0
340,26,0.0
341,25,0.0
342,26,0.0
343,37,0.0
344,27,0.0
345,25,0.0
346,76,1.0
347,31,0.0
348,109,2.0
349,33,0.0
350,25,0.0
351,55,1.0
352,25,0.0
353,27,0.0
354,54,1.0
355,27,0.0
356,26,0.0
357,29,0.0
358,71,1.0
359,27,0.0
360,73,1.0
361,29,0.0
362,25,0.0
363,33,0.0
