1,83,40.0
2,83,120.0
3,75,60.0
4,80,40.0
5,77,80.0
6,82,120.0
7,82,120.0
8,190,280.0
9,81,120.0
10,76,40.0
11,384,140.0
12,81,40.0
13,80,80.0
14,80,80.0
15,366,60.0
16,77,80.0
17,82,80.0
18,78,80.0
19,2303,320.0
20,79,60.0
21,79,40.0
22,77,40.0
23,97,140.0
24,175,120.0
25,81,40.0
26,83,20.0
27,115,60.0
28,96,60.0
29,79,60.0
30,81,80.0
31,173,120.0
32,316,80.0
33,81,100.0
34,78,40.0
35,82,60.0
36,174,320.0
37,844,140.0
38,77,60.0
39,320,240.0
40,190,80.0
41,79,40.0
42,172,120.0
43,81,40.0
44,178,140.0
45,1074,500.0
46,76,40.0
47,76,40.0
48,96,40.0
49,178,140.0
50,94,60.0
51,75,60.0
52,79,60.0
53,82,40.0
54,82,20.0
55,92,80.0
56,76,60.0
57,108,80.0
58,224,200.0
59,188,60.0
60,79,60.0
61,81,20.0
62,77,60.0
63,236,120.0
64,80,40.0
65,188,240.0
66,189,80.0
67,172,120.0
68,82,40.0
69,75,60.0
70,92,160.0
71,176,200.0
72,79,40.0
73,81,40.0
74,78,40.0
75,77,40.0
76,82,60.0
77,83,40.0
78,75,60.0
79,76,60.0
80,480,100.0
81,78,40.0
82,76,40.0
83,1964,280.0
84,81,80.0
85,178,140.0
86,79,80.0
87,210,120.0
88,79,80.0
89,94,20.0
90,191,120.0
91,77,40.0
92,93,40.0
93,129,80.0
94,127,60.0
95,1362,120.0
96,76,40.0
97,558,400.0
98,76,60.0
99,76,60.0
100,640,500.0
101,76,40.0
102,80,40.0
103,83,60.0
104,80,40.0
105,81,100.0
106,83,40.0
107,83,60.0
108,95,40.0
109,272,200.0
110,93,140.0
111,77,20.0
112,76,40.0
113,93,40.0
114,83,40.0
115,130,140.0
116,81,40.0
117,286,140.0
118,77,40.0
119,78,60.0
120,124,60.0
121,77,40.0
122,75,40.0
123,96,120.0
124,124,80.0
125,76,40.0
126,893,120.0
127,877,300.0
128,172,100.0
129,77,40.0
130,79,40.0
131,80,20.0
132,79,40.0
133,77,40.0
134,80,60.0
135,81,60.0
136,79,80.0
137,81,40.0
138,176,140.0
139,92,40.0
140,80,20.0
141,82,100.0
142,82,60.0
143,76,40.0
144,77,40.0
145,76,20.0
146,81,80.0
147,79,40.0
148,95,80.0
149,124,200.0
150,81,120.0
151,77,60.0
152,76,60.0
153,77,40.0
154,77,60.0
155,76,40.0
156,83,60.0
157,205,120.0
158,78,60.0
159,76,80.0
160,175,140.0
161,82,100.0
162,94,40.0
163,96,40.0
164,77,20.0
165,82,80.0
166,81,40.0
167,82,80.0
168,81,60.0
169,336,180.0
170,94,60.0
171,79,60.0
172,79,20.0
173,77,60.0
174,76,40.0
175,1646,220.0
176,91,80.0
177,77,40.0
178,80,100.0
179,75,40.0
180,80,80.0
181,188,160.0
182,80,40.0
183,82,60.0
184,192,80.0
185,94,60.0
186,398,400.0
187,76,40.0
188,75,60.0
189,82,40.0
190,79,40.0
191,82,100.0
192,173,80.0
193,81,80.0
194,77,60.0
195,124,60.0
196,75,40.0
197,96,40.0
198,82,0.0
199,76,80.0
200,97,60.0
201,109,100.0
202,79,60.0
203,174,140.0
204,209,180.0
205,78,60.0
206,81,80.0
207,78,80.0
208,78,80.0
209,191,80.0
210,141,100.0
211,112,120.0
212,76,60.0
213,79,60.0
214,97,60.0
215,78,40.0
216,175,200.0
217,82,80.0
218,78,60.0
219,82,40.0
220,77,60.0
221,75,40.0
222,80,40.0
223,93,60.0
224,192,100.0
225,76,40.0
226,127,80.0
227,508,1690.0
228,80,60.0
229,124,140.0
230,78,40.0
231,77,40.0
232,80,80.0
233,76,60.0
234,78,80.0
235,82,80.0
236,80,40.0
237,81,40.0
238,78,80.0
239,76,20.0
240,79,40.0
241,173,120.0
242,77,60.0
243,83,40.0
244,994,80.0
245,82,80.0
246,82,40.0
247,76,40.0
248,76,40.0
249,80,40.0
250,93,60.0
251,76,80.0
252,80,40.0
253,128,60.0
254,80,60.0
255,83,60.0
256,78,80.0
257,79,60.0
258,208,120.0
259,81,20.0
260,76,40.0
261,130,60.0
262,82,40.0
263,127,120.0
264,75,80.0
265,82,100.0
266,82,40.0
267,83,40.0
268,76,40.0
269,368,380.0
270,78,40.0
271,75,40.0
272,96,60.0
273,79,40.0
274,79,40.0
275,79,80.0
276,589,500.0
277,189,120.0
278,79,60.0
279,82,40.0
280,76,60.0
281,81,80.0
282,657,100.0
283,79,40.0
284,78,60.0
285,78,60.0
286,77,60.0
287,191,80.0
288,189,140.0
289,77,60.0
290,142,80.0
291,124,140.0
292,96,60.0
293,76,120.0
294,207,260.0
295,77,20.0
